,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
"300 RIVERSIDE AVE, Charlottesville, VA",38.02387,-78.455313,1,rooftop,300,Riverside Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"300 14TH ST NW, Charlottesville, VA",38.035916,-78.498522,1,range_interpolation,300,14th St NW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"NA W WATER ST / 2ND ST SW, Charlottesville, VA",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"1800 MONTICELLO RD, Charlottesville, VA",38.015537,-78.472869,1,rooftop,1800,Monticello Rd,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"1400 UNIVERSITY AVE, Charlottesville, VA",38.033951,-78.49996,1,rooftop,1400,University Ave,,,Charlottesville,VA,Albemarle County,22903,US,Albemarle
"100 7TH ST NE, Charlottesville, VA",38.029267,-78.476974,1,range_interpolation,100,7th St NE,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"400 ALDERMAN RD, Charlottesville, VA",38.037687,-78.515449,0.72,nearest_rooftop_match,401,Alderman Rd,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"800 HARDY DR, Charlottesville, VA",38.033559,-78.490241,1,range_interpolation,800,Hardy Dr,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1600 OXFORD RD, Charlottesville, VA",38.047248,-78.487064,1,rooftop,1600,Oxford Rd,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"1600 KEITH VALLEY RD, Charlottesville, VA",38.056429,-78.485861,1,range_interpolation,1600,Keith Valley Rd,,,Charlottesville,VA,Albemarle County,22901,US,TIGER/Line® dataset from the US Census Bureau
"1000 FOREST HILLS AVE, Charlottesville, VA",38.025451,-78.495668,1,range_interpolation,1000,Forest Hills Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"2500 FONTAINE AVE, Charlottesville, VA",38.026259,-78.520766,1,range_interpolation,2500,Fontaine Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"600 E MARKET ST, Charlottesville, VA",38.030267,-78.477549,1,range_interpolation,600,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"400 14TH ST NW, Charlottesville, VA",38.037655,-78.497624,1,range_interpolation,400,14th St NW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"600 12TH ST NW, Charlottesville, VA",38.039278,-78.494309,1,range_interpolation,600,12th St NW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"NA 7TH ST NE / E MARKET ST, Charlottesville, VA",38.030122,-78.476647,0.8,intersection,,7th St NE,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"2300 NORTH BERKSHIRE RD, Charlottesville, VA",38.062362,-78.496624,1,range_interpolation,2300,N Berkshire Rd,,,Charlottesville,VA,Albemarle County,22901,US,TIGER/Line® dataset from the US Census Bureau
"800 CHERRY AVE, Charlottesville, VA",38.028394,-78.4925,1,range_interpolation,800,Cherry Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"NA MCINTIRE RD / PRESTON AVE, Charlottesville, VA",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"1400 EMMET ST, Charlottesville, VA",38.055785,-78.496363,0.9,range_interpolation,1400,Emmet St N,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"400 5TH ST SW, Charlottesville, VA",38.028282,-78.489446,1,range_interpolation,400,5th St SW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"200 W MAIN ST, Charlottesville, VA",38.030748,-78.482695,1,rooftop,200,W Main St,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"1000 FOREST HILLS AVE, Charlottesville, VA",38.025451,-78.495668,1,range_interpolation,1000,Forest Hills Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"700 WALKER SQ, Charlottesville, VA",38.030203,-78.491156,1,rooftop,700,Walker Sq,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1100 BARRACKS RD, Charlottesville, VA",38.047756,-78.493082,1,range_interpolation,1100,Barracks Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"700 RIDGE ST, Charlottesville, VA",38.024669,-78.48988,1,range_interpolation,700,Ridge St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"NA 10TH ST NE / E HIGH ST, Charlottesville, VA",38.031043,-78.471919,0.73,intersection,,10th St NE,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"NA E JEFFERSON ST / 2ND ST NE, Charlottesville, VA",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"300 E MAIN ST, Charlottesville, VA",38.029931,-78.48003,1,rooftop,300,E Main St,,,Charlottesville,VA,Albemarle County,22902,US,Virginia Geographic Information Network (VGIN)
"1400 GRADY AVE, Charlottesville, VA",38.040294,-78.496232,1,range_interpolation,1400,Grady Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"200 MAIN ST, Charlottesville, VA",38.030748,-78.482695,0.9,rooftop,200,W Main St,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"1900 EMMET ST, Charlottesville, VA",38.060855,-78.492224,0.9,range_interpolation,1900,Emmet St N,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"600 E MARKET ST, Charlottesville, VA",38.030267,-78.477549,1,range_interpolation,600,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1100 MILLMONT ST, Charlottesville, VA",38.052642,-78.502484,1,range_interpolation,1100,Millmont St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1400 UNIVERSITY AVE, Charlottesville, VA",38.033951,-78.49996,1,rooftop,1400,University Ave,,,Charlottesville,VA,Albemarle County,22903,US,Albemarle
"800 LOCUST AVE, Charlottesville, VA",38.035277,-78.468772,1,range_interpolation,800,Locust Ave,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1100 HOLMES AVE, Charlottesville, VA",38.044708,-78.462477,1,range_interpolation,1100,Holmes Ave,,,Charlottesville,VA,Albemarle County,22901,US,TIGER/Line® dataset from the US Census Bureau
"2100 ANGUS RD, Charlottesville, VA",38.059171,-78.494844,1,rooftop,2100,Angus Rd,,,Charlottesville,VA,Albemarle County,22901,US,Virginia Geographic Information Network (VGIN)
"200 RIDGE MCINTIRE RD, Charlottesville, VA",38.031294,-78.484883,1,range_interpolation,200,Ridge Mcintire Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1400 MELBOURNE RD, Charlottesville, VA",38.052489,-78.475702,1,rooftop,1400,Melbourne Rd,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"100 9TH ST SE, Charlottesville, VA",38.032749,-78.494765,0.9,range_interpolation,100,9th St SW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"900 RAYMOND RD, Charlottesville, VA",38.016886,-78.493051,1,range_interpolation,900,Raymond Rd,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"500 GARRETT ST, Charlottesville, VA",38.027836,-78.479737,1,range_interpolation,500,Garrett St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"300 15TH ST NW, Charlottesville, VA",38.036158,-78.499392,1,range_interpolation,300,15th St NW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"100 2ND ST NW, Charlottesville, VA",38.031377,-78.481967,1,rooftop,100,2nd St NW,,,Charlottesville,VA,Albemarle County,22902,US,Virginia Geographic Information Network (VGIN)
"NA 6TH ST SE / DRUID AVE, Charlottesville, VA",38.020786,-78.483829,1,intersection,,6th St SE,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1300 HIGH ST, Charlottesville, VA",38.031707,-78.46553,0.9,range_interpolation,1300,State Rte 20,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"200 DOUGLAS AVE, Charlottesville, VA",38.026343,-78.472905,1,rooftop,200,Douglas Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1000 KING ST, Charlottesville, VA",38.028984,-78.49725,1,rooftop,1000,King St,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"200 RIDGE ST, Charlottesville, VA",38.029765,-78.485528,1,range_interpolation,200,State Rte 631,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"900 RAYMOND RD, Charlottesville, VA",38.016886,-78.493051,1,range_interpolation,900,Raymond Rd,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1100 MERIWETHER ST, Charlottesville, VA",38.030915,-78.469021,1,range_interpolation,1100,Meriwether St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1000 E WATER ST, Charlottesville, VA",38.026588,-78.48045,0.33,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"100 MARKET ST, Charlottesville, VA",38.031682,-78.481145,1,range_interpolation,100,Market St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"100 W MARKET ST, Charlottesville, VA",38.031682,-78.481145,0.8,range_interpolation,100,Market St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1100 CHERRY ST, Charlottesville, VA",38.02485,-78.471272,1,rooftop,1100,Cherry St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"200 W WATER ST, Charlottesville, VA",38.030184,-78.482828,1,rooftop,200,W Water St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"200 STRIBLING AVE, Charlottesville, VA",38.022335,-78.518987,1,rooftop,200,Stribling Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"400 DICE ST, Charlottesville, VA",38.028647,-78.487527,1,range_interpolation,400,Dice St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1100 5TH ST SW, Charlottesville, VA",38.014495,-78.50005,1,range_interpolation,1100,5th St SW,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"500 10 1/2 ST NW, Charlottesville, VA",38.037794,-78.4934,1,rooftop,500,10 1/2 St NW,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"600 MARKET ST, Charlottesville, VA",38.030267,-78.477549,0.8,range_interpolation,600,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1500 DAIRY RD, Charlottesville, VA",38.052849,-78.48642,1,range_interpolation,1500,Dairy Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"100 OLD PRESTON AVE, Charlottesville, VA",38.031221,-78.482987,0.7,range_interpolation,100,Preston Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"200 LANKFORD AVE, Charlottesville, VA",38.022019,-78.488787,1,rooftop,200,Lankford Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1600 AMHERST ST, Charlottesville, VA",38.042421,-78.486792,1,rooftop,1600,Amherst St,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"800 ESTES ST, Charlottesville, VA",38.030837,-78.492632,1,range_interpolation,800,Estes St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1500 DAIRY RD, Charlottesville, VA",38.052849,-78.48642,1,range_interpolation,1500,Dairy Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"800 CHERRY AVE, Charlottesville, VA",38.028394,-78.4925,1,range_interpolation,800,Cherry Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1800 LAMBETH LN, Charlottesville, VA",38.040558,-78.501247,1,range_interpolation,1800,Lambeth Ln,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1000 FOREST HILLS AVE, Charlottesville, VA",38.025451,-78.495668,1,range_interpolation,1000,Forest Hills Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"NA MARKET ST @ MARKET ST, Charlottesville, VA",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"400 MCINTIRE RD, Charlottesville, VA",38.035419,-78.481793,1,range_interpolation,400,McIntire Rd,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"500 1ST ST S, Charlottesville, VA",38.026837,-78.483051,1,rooftop,500,1st St S,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"700 RIDGE ST, Charlottesville, VA",38.024669,-78.48988,1,range_interpolation,700,Ridge St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"100 BURNET ST, Charlottesville, VA",38.02393,-78.487254,1,rooftop,100,Burnet St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"200 E MAIN ST, Charlottesville, VA",38.030391,-78.480746,1,range_interpolation,200,E Main St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"800 CONCORD AVE, Charlottesville, VA",38.038754,-78.485701,1,rooftop,800,Concord Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"900 EMMET ST N, Charlottesville, VA",38.048623,-78.503011,1,rooftop,900,Emmet St N,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"1400 CARLTON AVE, Charlottesville, VA",38.021085,-78.467029,0.8,nearest_rooftop_match,1412,Carlton Ave,,,Charlottesville,VA,Albemarle County,22902,US,Virginia Geographic Information Network (VGIN)
"1100 PRESTON AVE, Charlottesville, VA",38.042033,-78.491926,1,rooftop,1100,Preston Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"1600 BRUCE AVE, Charlottesville, VA",38.049398,-78.485603,1,range_interpolation,1600,Bruce Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"800 E MARKET ST, Charlottesville, VA",38.02958,-78.476031,1,rooftop,800,E Market St,,,Charlottesville,VA,Albemarle County,22902,US,Virginia Geographic Information Network (VGIN)
"1600 MERIDIAN ST, Charlottesville, VA",38.015145,-78.481442,1,range_interpolation,1600,Meridian St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"300 CAMELIA DR, Charlottesville, VA",38.012176,-78.510782,1,rooftop,300,Camellia Dr,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"1500 CARLTON AVE, Charlottesville, VA",38.020895,-78.464037,1,rooftop,1500,Carlton Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"600 A 11TH ST NW, Charlottesville, VA",38.03895,-78.493428,1,range_interpolation,600,11th St NW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1200 PARK ST, Charlottesville, VA",38.046044,-78.469881,1,rooftop,1200,Park St,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"800 EMMET ST N, Charlottesville, VA",38.047721,-78.503766,1,range_interpolation,800,Emmet St N,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1100 EMMET ST N, Charlottesville, VA",38.051498,-78.5002,1,range_interpolation,1100,Emmet St N,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1300 CARLTON AVE, Charlottesville, VA",38.022084,-78.469217,1,rooftop,1300,Carlton Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"900 10 1/2 ST NE, Charlottesville, VA",38.036648,-78.492814,0.4,street_center,,10th St NW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"100 E MAIN ST, Charlottesville, VA",38.030363,-78.481565,1,rooftop,100,E Main St,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"600 E MARKET ST, Charlottesville, VA",38.030267,-78.477549,1,range_interpolation,600,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"100 BURNET WAY, Charlottesville, VA",38.02398,-78.487984,1,rooftop,100,Burnet Way,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"2000 MORTON DR, Charlottesville, VA",38.055945,-78.494575,1,rooftop,2000,Morton Dr,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"500 CHERRY AVE, Charlottesville, VA",38.02629,-78.491051,1,rooftop,500,Cherry Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"200 4TH ST NW, Charlottesville, VA",38.031303,-78.486222,1,range_interpolation,200,4th St NW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1600 MERIDIAN ST, Charlottesville, VA",38.015145,-78.481442,1,range_interpolation,1600,Meridian St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"500 W MAIN ST, Charlottesville, VA",38.030788,-78.487892,1,rooftop,500,W Main St,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"500 W MAIN ST, Charlottesville, VA",38.030788,-78.487892,1,rooftop,500,W Main St,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
